filename,motifId,meanScore,medianScore,meanPercentile,medianPercentile,meanInteriorEditDistance,medianInteriorEditDistance,meanFullEditDistance,medianFullEditDistance,rotation
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_54576.1,-18.032,-17.032,1.5200,1.5300,1.8000,2.0000,5.1333,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_54954.1,-39.738,-39.607,0.17733,0.16000,9.4667,9.0000,11.200,12.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_55287.1,-19.065,-18.624,42.735,46.840,5.9333,6.0000,7.1333,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_55649.1,-15.630,-16.232,10.692,4.9800,3.6000,4.0000,6.4000,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_55934.1,-47.929,-48.032,0.0000,0.0000,9.0000,9.0000,9.6667,10.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_55938.2,-21.382,-21.086,0.24200,0.21000,3.2000,3.0000,4.6000,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_56465.2,-24.823,-25.020,0.28067,0.070000,3.3333,3.0000,5.1333,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_56513.1,-18.130,-17.585,1.3487,1.2500,5.5333,6.0000,7.1333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_57216.1,-15.871,-15.895,25.125,24.160,3.6667,4.0000,5.3333,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_57285.1,-46.445,-46.846,0.0000,0.0000,7.4000,7.0000,9.7333,10.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_57785.5,-17.345,-16.875,7.6053,7.7500,4.6000,5.0000,7.2667,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_57977.1,-19.392,-19.605,28.856,23.560,5.4000,6.0000,7.8000,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_58291.2,-32.449,-32.618,0.0000,0.0000,3.2667,3.0000,5.7333,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_58454.1,-13.395,-13.619,78.837,81.670,4.2667,4.0000,6.4000,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_58586.2,-29.932,-30.021,0.0000,0.0000,4.5333,5.0000,6.1333,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_59529.1,-18.398,-18.511,45.095,43.400,4.3333,4.0000,7.9333,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_59934.1,-26.977,-26.773,5.4447,4.4300,4.5333,4.0000,6.3333,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_60643.1,-19.172,-18.938,0.71267,0.52000,4.2667,4.0000,6.1333,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_60649.1,-44.116,-44.418,0.0000,0.0000,6.7333,7.0000,9.3333,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_61730.1,-30.991,-30.591,0.053333,0.040000,5.6667,6.0000,8.6667,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_61991.1,-32.216,-31.743,0.0000,0.0000,3.6000,4.0000,7.0667,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_62499.5,-25.582,-25.626,4.5627,2.6200,5.0667,5.0000,6.7333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_63837.1,-18.900,-18.569,16.431,12.020,4.6000,5.0000,6.9333,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_63952.1,-28.049,-28.899,2.7180,0.87000,6.1333,6.0000,9.7333,10.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_64648.1,-17.626,-17.361,3.6447,3.8800,3.5333,3.0000,6.4667,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_65137.1,-33.287,-33.197,0.062000,0.040000,6.8667,7.0000,8.7333,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_65553.4,-84.174,-84.537,0.0000,0.0000,5.2000,5.0000,6.4667,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_65788.1,-24.923,-24.290,0.45933,0.55000,5.7333,6.0000,7.8667,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_66744.1,-34.712,-34.440,0.043333,0.050000,7.6667,8.0000,9.8667,10.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_67735.1,-23.401,-23.902,0.17000,0.070000,5.5333,6.0000,7.8000,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_68827.1,-28.655,-27.963,0.18667,0.13000,4.9333,5.0000,7.1333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_70237.3,-18.020,-18.770,45.602,35.860,4.8667,5.0000,8.6667,9.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_70280.1,-13.056,-12.624,74.154,82.390,3.7333,4.0000,7.0000,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_71288.1,-17.612,-17.316,12.803,12.530,2.7333,3.0000,4.9333,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_71565.2,-30.158,-29.868,0.0066667,0.010000,5.0000,5.0000,7.1333,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_71685.1,-27.721,-27.609,29.157,26.570,6.4000,6.0000,9.6000,9.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_71942.1,-48.084,-47.741,0.0000,0.0000,6.4667,6.0000,8.8000,9.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_72158.2,-21.109,-21.264,58.739,58.080,5.2000,5.0000,7.4667,8.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_73000.2,-22.764,-23.565,0.043333,0.020000,3.8667,4.0000,6.0667,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_73276.1,-21.196,-21.188,5.2600,2.6100,2.4000,2.0000,4.5333,4.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_74876.2,-12.530,-11.232,83.619,94.770,2.2000,2.0000,5.5333,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_75328.1,-29.166,-29.135,0.88133,0.79000,6.9333,7.0000,7.8667,8.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_75415.1,-48.529,-49.200,0.0000,0.0000,6.4000,6.0000,9.2000,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_75447.1,-23.468,-24.520,0.012000,0.0000,3.3333,3.0000,5.8667,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_75688.1,-42.497,-43.246,0.0046667,0.0000,10.267,10.000,12.200,12.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_76095.3,-48.890,-48.595,0.18333,0.070000,11.667,12.000,15.133,16.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_76263.1,-58.009,-57.600,0.0000,0.0000,11.533,12.000,14.133,14.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_76486.1,-38.549,-37.158,1.2807,1.4900,8.0000,8.0000,10.000,10.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_77014.1,-45.439,-45.625,0.0000,0.0000,5.8000,6.0000,9.1333,9.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_77076.1,-85.258,-85.253,0.0000,0.0000,11.533,12.000,13.667,13.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_77195.1,-23.983,-24.621,0.074667,0.040000,5.2000,5.0000,7.7333,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_77263.1,-29.551,-28.804,5.5647,6.1400,4.4667,4.0000,5.6667,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_77296.1,-80.712,-80.285,0.0000,0.0000,12.800,13.000,13.733,13.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_78732.3,-12.942,-12.486,66.223,75.440,2.6000,3.0000,5.0000,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_78744.1,-21.713,-21.214,34.086,36.890,4.6000,5.0000,6.0000,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_78809.1,-32.188,-31.935,0.0000,0.0000,4.3333,4.0000,5.7333,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_79083.2,-19.278,-19.237,61.369,62.450,4.6667,5.0000,5.8000,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_79870.1,-13.696,-13.023,61.213,67.720,4.2000,4.0000,6.4000,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_79955.2,-22.365,-22.884,23.424,12.680,5.0000,5.0000,8.4667,9.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_80093.1,-12.877,-13.267,83.002,82.460,3.8000,4.0000,6.2667,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_80494.2,-21.388,-20.810,38.451,44.030,5.5333,6.0000,7.4667,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_80505.1,-38.615,-38.678,0.0000,0.0000,6.2000,6.0000,9.2667,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_80652.1,-35.813,-35.131,0.13467,0.14000,7.3333,7.0000,8.0000,8.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_81398.1,-14.360,-14.588,52.730,48.220,5.8000,6.0000,6.9333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_81441.1,-33.081,-33.220,0.0000,0.0000,4.3333,4.0000,5.7333,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_82113.1,-49.144,-49.289,0.0000,0.0000,10.333,10.000,13.267,13.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_82188.1,-32.198,-32.415,0.45933,0.28000,6.3333,6.0000,7.2000,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_82563.1,-70.625,-71.535,0.0000,0.0000,7.2667,7.0000,8.5333,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_82601.1,-22.031,-22.540,0.63933,0.33000,5.7333,6.0000,7.5333,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_82650.1,-29.003,-29.026,2.6907,1.6000,6.6000,7.0000,9.5333,10.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_83250.1,-53.633,-51.599,0.0000,0.0000,6.6667,7.0000,8.6000,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_83451.2,-18.216,-17.779,12.044,12.060,3.9333,4.0000,7.0000,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_83856.1,-19.929,-19.684,46.367,48.990,4.9333,5.0000,7.9333,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_83920.1,-22.047,-22.823,0.024000,0.010000,3.1333,3.0000,6.2667,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_85510.1,-23.525,-23.237,0.31200,0.30000,4.5333,5.0000,6.9333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_85647.2,-39.013,-38.525,0.55733,0.29000,6.9333,7.0000,8.6000,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_85805.1,-17.873,-18.123,2.8633,2.2000,5.6667,6.0000,7.1333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_86059.1,-23.681,-24.082,0.0073333,0.010000,4.2667,4.0000,6.1333,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_86357.2,-26.314,-26.257,0.0000,0.0000,3.8000,4.0000,5.5333,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_86981.1,-38.841,-39.241,0.33867,0.24000,7.4667,7.0000,8.4667,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_87218.1,-34.196,-34.243,0.0000,0.0000,3.6000,4.0000,6.7333,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_87336.1,-19.530,-19.895,3.6593,2.2200,3.6000,4.0000,7.0667,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_87548.1,-15.796,-14.972,78.258,88.040,3.7333,4.0000,5.9333,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_87904.3,-11.404,-11.231,83.921,85.590,1.8667,2.0000,2.8000,3.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_88367.1,-35.205,-35.851,2.0760,0.77000,7.4000,7.0000,10.667,10.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_88403.1,-34.913,-35.783,0.042000,0.0000,6.5333,7.0000,9.9333,10.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_88865.1,-41.496,-41.531,0.0000,0.0000,6.3333,6.0000,7.9333,8.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_89028.4,-42.501,-42.509,0.11933,0.090000,9.8000,10.000,11.600,12.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_89231.1,-64.354,-64.322,0.0000,0.0000,8.7333,9.0000,10.800,11.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_89794.1,-52.625,-52.307,0.0000,0.0000,7.7333,8.0000,9.1333,9.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_90057.1,-69.516,-69.752,0.015333,0.0000,16.533,17.000,17.267,17.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_90133.1,-20.754,-19.631,0.85200,0.93000,2.8667,3.0000,4.6000,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_90459.2,-20.145,-20.074,0.43400,0.39000,3.0000,3.0000,4.6000,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_90880.1,-39.819,-39.450,36.801,35.880,14.867,15.000,16.067,16.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_91044.1,-19.555,-19.388,6.1527,5.9200,4.9333,5.0000,7.4667,7.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_91078.1,-26.982,-26.356,3.0313,3.7300,5.3333,5.0000,6.9333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_91089.1,-35.816,-35.481,0.0000,0.0000,4.8667,5.0000,7.6000,8.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_91132.1,-22.520,-21.944,0.10267,0.090000,2.9333,3.0000,4.8667,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_91379.1,-36.730,-36.793,0.0000,0.0000,6.5333,7.0000,9.0000,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_91487.1,-33.846,-34.260,0.0000,0.0000,3.8667,4.0000,5.3333,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_91904.1,-39.408,-39.931,0.024667,0.010000,8.9333,9.0000,10.533,10.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_92027.2,-31.504,-31.131,0.0000,0.0000,3.6667,4.0000,5.4667,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_92114.3,-15.953,-15.475,38.738,42.630,4.2000,4.0000,6.0000,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_92280.1,-24.555,-23.874,3.6253,3.3900,5.1333,5.0000,7.6000,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_92321.2,-20.983,-20.217,33.987,40.240,3.8000,4.0000,4.5333,4.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_92484.1,-31.395,-31.610,0.0013333,0.0000,6.0000,6.0000,7.2667,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_93424.2,-11.878,-11.759,84.553,87.510,2.0667,2.0000,4.1333,4.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_93568.1,-18.985,-18.699,55.361,58.060,4.3333,4.0000,5.5333,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_94430.3,-31.151,-30.735,0.0000,0.0000,3.3333,3.0000,5.2000,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_94744.1,-43.010,-44.070,1.4393,0.36000,8.5333,8.0000,9.7333,10.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_94973.1,-32.478,-31.801,5.8320,4.1900,5.8000,6.0000,8.2000,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_95150.3,-18.355,-18.590,9.1440,5.8100,3.9333,4.0000,5.1333,5.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_95652.2,-37.143,-36.660,0.65067,0.63000,5.8667,6.0000,7.9333,8.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_96446.1,-23.083,-23.170,3.6167,2.6500,5.2000,5.0000,6.7333,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_97057.2,-18.422,-18.883,51.339,47.110,3.7333,4.0000,6.0000,6.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_97073.1,-25.509,-24.892,0.10333,0.10000,5.6000,6.0000,7.0667,7.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_97191.1,-31.821,-30.459,6.1667,6.1100,5.2667,5.0000,8.3333,8.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_97217.5,-32.770,-32.940,0.0000,0.0000,3.4000,3.0000,4.6000,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_97833.1,-30.749,-30.117,15.279,15.390,7.2667,7.0000,9.9333,10.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_97842.1,-48.380,-48.579,0.0000,0.0000,10.600,11.000,12.600,12.000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_98421.2,-28.051,-27.435,0.0000,0.0000,2.8000,3.0000,6.2000,6.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_98556.4,-21.432,-21.155,0.12000,0.12000,3.9333,4.0000,5.2000,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_98566.1,-11.542,-11.076,58.971,66.360,4.2000,4.0000,5.4000,5.0000,1.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_98591.2,-44.203,-44.017,0.15467,0.060000,7.4000,7.0000,9.1333,9.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_98655.1,-42.841,-42.289,0.032667,0.030000,9.2667,9.0000,11.133,11.000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_98688.1,-21.995,-21.625,0.36733,0.32000,4.1333,4.0000,7.3333,8.0000,0.0000
C:\Users\zirbel\Dropbox\Motifs\lib\IL\1.0\sequences\IL_24982.3.fasta,IL_98924.1,-21.443,-20.713,1.1513,1.3200,5.5333,6.0000,7.0667,7.0000,0.0000
